transaction_id,merchant_id,customer_id,device_id,amount,currency,payment_method,timestamp,merchant_category,customer_account_age_days,device_age_days,new_device,transaction_count_1h,transaction_count_24h,amount_sum_24h,customer_avg_amount,amount_deviation,failed_attempts_24h,customer_transaction_count,previous_chargebacks,location_distance_from_previous,ip_risk_score,country_risk_score,transaction_hour,is_weekend,account_velocity,customer_history_score,fraud_label,dataset_version,scenario
txn_0000039,mch_0005,cust_01216,dev_cust_01216_39,82854.03,INR,card,2025-11-01T20:17:08.115741+00:00,electronics,1391,0.0,1,0,0,0.0,82854.03,0.0,1,0,0,135.3,0.0622,0.2611,20,1,0.0,0.65,0,synthetic-v1,new_device_amount
txn_0000040,mch_0039,cust_01110,dev_cust_01110_40,2449.09,INR,upi,2025-11-01T20:20:24.741453+00:00,education,283,0.0,1,0,0,0.0,2449.09,0.0,0,0,0,0.0,0.0508,0.0435,20,1,0.0,0.65,0,synthetic-v1,organic
txn_0000041,mch_0078,cust_01698,dev_cust_01698_0,2653.01,INR,upi,2025-11-01T20:23:33.168326+00:00,fashion,910,0.64,0,1,6,24096.8,4016.13,-0.3393,0,6,0,0.0,0.0788,0.4,20,1,0.75,0.8,0,synthetic-v1,organic
txn_0000042,mch_0013,cust_01066,dev_cust_01066_42,9182.36,INR,netbanking,2025-11-01T20:54:56.489923+00:00,electronics,1086,0.0,1,0,0,0.0,9182.36,0.0,0,0,0,228.4,0.1444,0.01,20,1,0.0,0.65,0,synthetic-v1,organic
txn_0000043,mch_0038,cust_01660,dev_cust_01660_43,2105.58,INR,netbanking,2025-11-01T21:08:51.618335+00:00,fashion,238,0.0,1,0,0,0.0,2105.58,0.0,0,0,0,0.0,0.0625,0.1036,21,1,0.0,0.65,1,synthetic-v1,organic
txn_0000044,mch_0089,cust_01110,dev_cust_01110_40,8899.47,INR,upi,2025-11-01T21:09:04.827322+00:00,travel,283,0.03,0,1,1,2449.09,2449.09,2.6327,0,1,0,0.0,0.0508,0.0435,21,1,0.5417,0.8,1,synthetic-v1,organic
txn_0000045,mch_0033,cust_01698,dev_cust_01698_0,4164.16,INR,upi,2025-11-01T21:14:54.433589+00:00,travel,910,0.68,0,1,7,26749.81,3821.4,0.0897,0,7,0,0.0,0.0788,0.4,21,1,0.7917,0.8,0,synthetic-v1,organic
txn_0000046,mch_0009,cust_00433,dev_cust_00433_11,5919.5,INR,card,2025-11-01T21:41:03.793973+00:00,travel,679,0.38,0,0,1,2874.5,2874.5,1.0589,0,1,0,0.0,0.0506,0.2963,21,1,0.0417,0.8,1,synthetic-v1,organic
txn_0000047,mch_0061,cust_00394,dev_cust_00394_7,8479.4,INR,upi,2025-11-01T21:43:51.168321+00:00,electronics,239,0.45,0,0,1,10001.69,10001.69,-0.1522,0,1,2,0.0,0.4,0.1383,21,1,0.0417,0.1,0,synthetic-v1,organic
txn_0000048,mch_0000,cust_01223,dev_cust_01223_48,1853.06,INR,upi,2025-11-01T21:50:25.086767+00:00,ecommerce,210,0.0,1,0,0,0.0,1853.06,0.0,0,0,0,0.0,0.2248,0.1053,21,1,0.0,0.65,0,synthetic-v1,organic
txn_0000049,mch_0011,cust_01029,dev_cust_01029_49,1098.01,INR,card,2025-11-01T22:00:32.845668+00:00,utilities,1340,0.0,1,0,0,0.0,1098.01,0.0,0,0,0,0.0,0.0596,0.0928,22,1,0.0,0.65,0,synthetic-v1,organic
txn_0000050,mch_0064,cust_00161,dev_cust_00161_50,2224.99,INR,netbanking,2025-11-01T22:01:28.349128+00:00,ecommerce,1240,0.0,1,0,0,0.0,2224.99,0.0,2,0,0,2707.3,0.5505,0.4108,22,1,0.0,0.65,0,synthetic-v1,combined_weak_signals
txn_0000051,mch_0025,cust_00161,dev_cust_00161_50,6784.53,INR,card,2025-11-01T22:28:12.114996+00:00,travel,1240,0.02,0,1,1,2224.99,2224.99,2.0483,0,1,0,0.0,0.3005,0.1608,22,1,0.5417,0.8,1,synthetic-v1,organic
txn_0000052,mch_0088,cust_00297,dev_cust_00297_52,1450.45,INR,upi,2025-11-01T22:32:34.421316+00:00,ecommerce,35,0.0,1,0,0,0.0,1450.45,0.0,0,0,0,0.0,0.1073,0.1384,22,1,0.0,0.65,1,synthetic-v1,organic
txn_0000053,mch_0053,cust_01525,dev_cust_01525_53,11400.29,INR,upi,2025-11-01T22:38:07.351990+00:00,electronics,951,0.0,1,0,0,0.0,11400.29,0.0,0,0,0,0.0,0.0643,0.2187,22,1,0.0,0.65,0,synthetic-v1,organic
txn_0000054,mch_0046,cust_00949,dev_cust_00949_54,4016.17,INR,upi,2025-11-01T22:45:57.010576+00:00,fashion,891,0.0,1,0,0,0.0,4016.17,0.0,0,0,0,0.0,0.2397,0.079,22,1,0.0,0.65,1,synthetic-v1,organic
txn_0000055,mch_0032,cust_01040,dev_cust_01040_55,1864.14,INR,upi,2025-11-01T22:54:04.904193+00:00,ecommerce,1371,0.0,1,0,0,0.0,1864.14,0.0,0,0,2,0.0,0.0578,0.145,22,1,0.0,0.35,0,synthetic-v1,prior_chargebacks
txn_0000056,mch_0026,cust_01018,dev_cust_01018_13,858.05,INR,upi,2025-11-01T23:00:27.323894+00:00,food,1328,0.42,0,0,1,1444.82,1444.82,-0.4058,0,1,0,0.0,0.1376,0.1343,23,1,0.0417,0.8,0,synthetic-v1,organic
txn_0000057,mch_0082,cust_01439,dev_cust_01439_57,627.72,INR,card,2025-11-01T23:08:44.049036+00:00,food,181,0.0,1,0,0,0.0,627.72,0.0,0,0,0,0.0,0.1552,0.1638,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000058,mch_0043,cust_01038,dev_cust_01038_58,1093.68,INR,card,2025-11-01T23:14:59.045846+00:00,utilities,468,0.0,1,0,0,0.0,1093.68,0.0,0,0,0,0.0,0.0356,0.1004,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000059,mch_0074,cust_01763,dev_cust_01763_59,2291.55,INR,upi,2025-11-01T23:27:57.947771+00:00,food,723,0.0,1,0,0,0.0,2291.55,0.0,0,0,0,0.0,0.0359,0.0984,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000060,mch_0067,cust_01500,dev_cust_01500_60,2938.44,INR,wallet,2025-11-01T23:33:01.354739+00:00,utilities,48,0.0,1,0,0,0.0,2938.44,0.0,0,0,0,0.0,0.1802,0.1593,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000061,mch_0072,cust_00365,dev_cust_00365_61,3941.14,INR,card,2025-11-01T23:33:23.820934+00:00,ecommerce,273,0.0,1,0,0,0.0,3941.14,0.0,0,0,0,0.0,0.0464,0.1791,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000062,mch_0077,cust_00394,dev_cust_00394_7,4875.36,INR,card,2025-11-01T23:36:09.520886+00:00,electronics,239,0.52,0,0,2,18481.09,9240.54,-0.4723,0,2,2,0.0,0.4,0.1383,23,1,0.0833,0.35,0,synthetic-v1,organic
txn_0000063,mch_0051,cust_00907,dev_cust_00907_63,1118.23,INR,upi,2025-11-01T23:36:49.985007+00:00,utilities,1259,0.0,1,0,0,0.0,1118.23,0.0,0,0,0,0.0,0.4,0.0959,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000064,mch_0012,cust_01421,dev_cust_01421_64,3030.3,INR,upi,2025-11-01T23:45:06.465077+00:00,digital_goods,320,0.0,1,0,0,0.0,3030.3,0.0,0,0,0,0.0,0.1105,0.3028,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000065,mch_0003,cust_00736,dev_cust_00736_65,3472.27,INR,card,2025-11-02T00:00:15.994468+00:00,utilities,617,0.0,1,6,6,10416.82,3472.27,0.0,0,0,0,0.0,0.2763,0.015,0,1,3.25,0.65,0,synthetic-v1,short_time_burst
txn_0000066,mch_0022,cust_01059,dev_cust_01059_66,1499.03,INR,card,2025-11-02T00:16:38.031787+00:00,fashion,234,0.0,1,0,0,0.0,1499.03,0.0,0,0,0,0.0,0.023,0.0505,0,1,0.0,0.65,0,synthetic-v1,organic
txn_0000067,mch_0025,cust_00993,dev_cust_00993_67,4807.76,INR,upi,2025-11-02T00:39:59.016275+00:00,travel,1169,0.0,1,0,0,0.0,4807.76,0.0,0,0,0,0.0,0.0672,0.0982,0,1,0.0,0.65,0,synthetic-v1,organic
txn_0000068,mch_0042,cust_01017,dev_cust_01017_68,929.98,INR,wallet,2025-11-02T00:42:44.477624+00:00,food,160,0.0,1,0,0,0.0,929.98,0.0,1,0,0,0.0,0.0577,0.2435,0,1,0.0,0.65,0,synthetic-v1,organic
txn_0000069,mch_0000,cust_00388,dev_cust_00388_33,1443.78,INR,upi,2025-11-02T00:44:20.152848+00:00,ecommerce,648,0.22,0,0,1,863.4,863.4,0.6714,0,1,0,0.0,0.2165,0.0811,0,1,0.0417,0.8,0,synthetic-v1,organic
txn_0000070,mch_0063,cust_00598,dev_cust_00598_70,2334.5,INR,upi,2025-11-02T00:51:07.495637+00:00,education,572,0.0,1,0,0,0.0,2334.5,0.0,0,0,0,0.0,0.0535,0.0477,0,1,0.0,0.65,0,synthetic-v1,organic
txn_0000071,mch_0050,cust_00485,dev_cust_00485_71,6420.49,INR,netbanking,2025-11-02T01:00:37.336818+00:00,food,363,0.0,1,0,0,0.0,6420.49,0.0,0,0,2,0.0,0.0329,0.2822,1,1,0.0,0.35,0,synthetic-v1,legit_high_value
txn_0000072,mch_0022,cust_00908,dev_cust_00908_16,1643.05,INR,netbanking,2025-11-02T01:12:30.893415+00:00,fashion,858,0.45,0,0,2,6194.15,3097.07,-0.4693,0,2,0,0.0,0.0401,0.0477,1,1,0.0833,0.55,0,synthetic-v1,organic
txn_0000073,mch_0042,cust_00655,dev_cust_00655_73,1376.78,INR,upi,2025-11-02T01:16:58.307315+00:00,food,1349,0.0,1,0,0,0.0,1376.78,0.0,0,0,0,0.0,0.0978,0.2005,1,1,0.0,0.65,0,synthetic-v1,organic
txn_0000074,mch_0026,cust_01668,dev_cust_01668_28,2039.3,INR,upi,2025-11-02T01:19:42.473644+00:00,food,621,0.32,0,0,1,4457.2,4457.2,-0.5423,0,1,0,236.0,0.6486,0.6348,1,1,0.0417,0.8,0,synthetic-v1,suspicious_ip_country
txn_0000075,mch_0059,cust_00739,dev_cust_00739_75,983.89,INR,card,2025-11-02T01:24:37.999466+00:00,utilities,423,0.0,1,0,0,0.0,983.89,0.0,0,0,0,0.0,0.4,0.0897,1,1,0.0,0.65,0,synthetic-v1,organic
txn_0000076,mch_0050,cust_01101,dev_cust_01101_76,1482.29,INR,upi,2025-11-02T01:43:15.428378+00:00,food,656,0.0,1,0,0,0.0,1482.29,0.0,0,0,0,0.0,0.0662,0.1686,1,1,0.0,0.65,1,synthetic-v1,organic
txn_0000077,mch_0060,cust_00347,dev_cust_00347_77,661.77,INR,upi,2025-11-02T01:45:06.014104+00:00,digital_goods,1219,0.0,1,0,0,0.0,661.77,0.0,0,0,0,0.0,0.0172,0.0798,1,1,0.0,0.65,0,synthetic-v1,organic
txn_0000078,mch_0009,cust_01216,dev_cust_01216_39,5771.19,INR,upi,2025-11-02T02:08:38.082222+00:00,travel,1392,0.24,0,0,1,82854.03,82854.03,-0.9303,0,1,0,0.0,0.0622,0.2611,2,1,0.0417,0.8,0,synthetic-v1,organic
txn_0000079,mch_0042,cust_00857,dev_cust_00857_79,1816.84,INR,card,2025-11-02T02:12:29.719579+00:00,food,1186,0.0,1,0,0,0.0,1816.84,0.0,0,0,0,0.0,0.0303,0.1024,2,1,0.0,0.65,0,synthetic-v1,organic
txn_0000080,mch_0011,cust_01165,dev_cust_01165_80,735.45,INR,wallet,2025-11-02T02:13:35.146360+00:00,utilities,545,0.0,1,0,0,0.0,735.45,0.0,0,0,0,0.0,0.0768,0.0918,2,1,0.0,0.65,0,synthetic-v1,organic
txn_0000081,mch_0014,cust_00194,dev_cust_00194_81,879.15,INR,card,2025-11-02T02:15:46.881348+00:00,fashion,304,0.0,1,0,0,0.0,879.15,0.0,0,0,0,0.0,0.1275,0.0963,2,1,0.0,0.65,0,synthetic-v1,organic
txn_0000082,mch_0044,cust_01725,dev_cust_01725_15,701.7,INR,card,2025-11-02T02:24:46.912699+00:00,digital_goods,242,0.51,0,0,2,9370.09,4685.05,-0.85,0,2,0,0.0,0.1213,0.1181,2,1,0.0833,0.55,0,synthetic-v1,organic
txn_0000083,mch_0047,cust_00998,dev_cust_00998_83,6221.66,INR,upi,2025-11-02T02:27:20.302395+00:00,education,1095,0.0,1,0,0,0.0,6221.66,0.0,4,0,0,0.0,0.1833,0.0686,2,1,0.0,0.65,1,synthetic-v1,failed_attempts_burst
txn_0000084,mch_0076,cust_00276,dev_cust_00276_84,704.3,INR,card,2025-11-02T02:28:33.915579+00:00,digital_goods,1230,0.0,1,0,0,0.0,704.3,0.0,0,0,0,0.0,0.0255,0.0918,2,1,0.0,0.65,0,synthetic-v1,organic
txn_0000085,mch_0087,cust_00485,dev_cust_00485_71,2478.16,INR,netbanking,2025-11-02T02:29:27.398397+00:00,education,363,0.06,0,0,1,6420.49,6420.49,-0.6139,1,1,2,106.3,0.0329,0.2822,2,1,0.0417,0.6,0,synthetic-v1,organic
txn_0000086,mch_0041,cust_01454,dev_cust_01454_86,3913.49,INR,upi,2025-11-02T02:30:02.691111+00:00,travel,476,0.0,1,0,0,0.0,3913.49,0.0,0,0,0,0.0,0.2096,0.1418,2,1,0.0,0.65,0,synthetic-v1,organic
txn_0000087,mch_0071,cust_00950,dev_cust_00950_6,2867.42,INR,card,2025-11-02T02:40:59.259165+00:00,education,92,0.67,0,0,2,7514.78,3757.39,-0.2368,0,2,0,0.0,0.0802,0.162,2,1,0.0833,0.55,0,synthetic-v1,organic
txn_0000088,mch_0011,cust_01038,dev_cust_01038_58,2532.86,INR,card,2025-11-02T02:45:58.831134+00:00,utilities,469,0.15,0,0,1,1093.68,1093.68,1.3147,0,1,0,0.0,0.0356,0.1004,2,1,0.0417,0.8,0,synthetic-v1,organic
txn_0000089,mch_0003,cust_00907,dev_cust_00907_63,871.75,INR,upi,2025-11-02T03:21:42.499072+00:00,utilities,1260,0.16,0,0,1,1118.23,1118.23,-0.2202,1,1,0,0.0,0.4,0.0959,3,1,0.0417,0.8,0,synthetic-v1,organic
txn_0000090,mch_0034,cust_00891,dev_cust_00891_2,2434.94,INR,wallet,2025-11-02T03:29:47.104098+00:00,food,736,0.84,0,0,2,9627.48,4813.74,-0.4941,0,2,0,0.0,0.2369,0.196,3,1,0.0833,0.8,0,synthetic-v1,organic
txn_0000091,mch_0033,cust_01529,dev_cust_01529_91,8828.27,INR,wallet,2025-11-02T03:30:03.135147+00:00,travel,684,0.0,1,0,0,0.0,8828.27,0.0,0,0,0,0.0,0.2508,0.0353,3,1,0.0,0.65,0,synthetic-v1,organic
txn_0000092,mch_0040,cust_01646,dev_cust_01646_92,1693.25,INR,upi,2025-11-02T03:31:17.211345+00:00,ecommerce,305,0.0,1,0,0,0.0,1693.25,0.0,0,0,0,0.0,0.1333,0.138,3,1,0.0,0.65,0,synthetic-v1,organic
txn_0000093,mch_0063,cust_01739,dev_cust_01739_93,5976.81,INR,upi,2025-11-02T03:35:13.549132+00:00,education,796,0.0,1,0,0,0.0,5976.81,0.0,1,0,0,0.0,0.0204,0.0742,3,1,0.0,0.65,0,synthetic-v1,organic
txn_0000094,mch_0077,cust_01112,dev_cust_01112_94,9352.57,INR,card,2025-11-02T03:38:49.772112+00:00,electronics,436,0.0,1,0,0,0.0,9352.57,0.0,0,0,0,0.0,0.2725,0.0555,3,1,0.0,0.65,0,synthetic-v1,organic
txn_0000095,mch_0029,cust_00695,dev_cust_00695_95,2348.96,INR,upi,2025-11-02T03:54:21.925045+00:00,electronics,515,0.0,1,0,0,0.0,2348.96,0.0,0,0,0,0.0,0.131,0.1109,3,1,0.0,0.65,0,synthetic-v1,organic
txn_0000096,mch_0021,cust_01528,dev_cust_01528_96,2965.87,INR,upi,2025-11-02T03:56:12.817257+00:00,electronics,434,0.0,1,0,0,0.0,2965.87,0.0,0,0,0,0.0,0.1609,0.128,3,1,0.0,0.65,0,synthetic-v1,organic
txn_0000097,mch_0040,cust_00376,dev_cust_00376_97,474.68,INR,card,2025-11-02T04:03:06.888694+00:00,ecommerce,939,0.0,1,0,0,0.0,474.68,0.0,0,0,0,0.0,0.1011,0.1275,4,1,0.0,0.65,0,synthetic-v1,organic
txn_0000098,mch_0012,cust_01753,dev_cust_01753_98,580.41,INR,upi,2025-11-02T04:07:38.945015+00:00,digital_goods,696,0.0,1,0,0,0.0,580.41,0.0,0,0,0,0.0,0.0745,0.3666,4,1,0.0,0.65,0,synthetic-v1,organic
txn_0000099,mch_0009,cust_00710,dev_cust_00710_99,11876.06,INR,upi,2025-11-02T04:12:45.787692+00:00,travel,1331,0.0,1,0,0,0.0,11876.06,0.0,0,0,0,0.0,0.1149,0.1331,4,1,0.0,0.65,0,synthetic-v1,organic
