transaction_id,merchant_id,customer_id,device_id,amount,currency,payment_method,timestamp,merchant_category,customer_account_age_days,device_age_days,new_device,transaction_count_1h,transaction_count_24h,amount_sum_24h,customer_avg_amount,amount_deviation,failed_attempts_24h,customer_transaction_count,previous_chargebacks,location_distance_from_previous,ip_risk_score,country_risk_score,transaction_hour,is_weekend,account_velocity,customer_history_score,fraud_label,dataset_version,scenario
txn_0000012,mch_0013,cust_00072,dev_cust_00072_12,6576.57,INR,card,2025-11-06T07:42:13.903871+00:00,electronics,814,0.0,1,0,1,3251.37,3251.37,1.0224,1,1,0,0.0,0.1244,0.3808,7,0,0.0417,0.8,0,synthetic-v1,organic
txn_0000013,mch_0005,cust_00119,dev_cust_00119_13,7148.49,INR,upi,2025-11-06T12:00:17.168739+00:00,electronics,332,0.0,1,0,0,0.0,7148.49,0.0,0,0,0,0.0,0.1969,0.0453,12,0,0.0,0.65,0,synthetic-v1,organic
txn_0000014,mch_0022,cust_00004,dev_cust_00004_14,1736.2,INR,upi,2025-11-06T12:00:50.448921+00:00,fashion,897,0.0,1,0,0,0.0,1736.2,0.0,0,0,0,0.0,0.1261,0.1217,12,0,0.0,0.65,0,synthetic-v1,organic
txn_0000015,mch_0012,cust_00074,dev_cust_00074_15,2377.11,INR,card,2025-11-06T23:13:13.400381+00:00,digital_goods,470,0.0,1,0,0,0.0,2377.11,0.0,0,0,0,0.0,0.0258,0.1133,23,0,0.0,0.65,0,synthetic-v1,organic
txn_0000016,mch_0004,cust_00080,dev_cust_00080_16,843.55,INR,upi,2025-11-07T03:38:35.065073+00:00,digital_goods,679,0.0,1,0,0,0.0,843.55,0.0,0,0,0,0.0,0.2237,0.0487,3,0,0.0,0.65,0,synthetic-v1,organic
txn_0000017,mch_0007,cust_00061,dev_cust_00061_1,2496.21,INR,card,2025-11-07T10:46:45.639911+00:00,education,585,5.25,0,0,0,0.0,1298.51,0.9216,0,2,0,0.0,0.1286,0.0282,10,0,0.0,0.55,1,synthetic-v1,organic
txn_0000018,mch_0010,cust_00115,dev_cust_00115_10,730.33,INR,upi,2025-11-07T21:56:36.847068+00:00,food,72,2.53,0,0,0,0.0,790.89,-0.0765,1,1,0,0.0,0.0747,0.0712,21,0,0.0,0.3,0,synthetic-v1,organic
txn_0000019,mch_0017,cust_00024,dev_cust_00024_6,7851.11,INR,card,2025-11-08T03:22:58.754034+00:00,travel,300,3.82,0,0,0,0.0,4356.5,0.802,0,1,0,0.0,0.0245,0.2065,3,1,0.0,0.8,0,synthetic-v1,organic
txn_0000020,mch_0016,cust_00010,dev_cust_00010_4,1119.55,INR,upi,2025-11-08T10:31:07.829788+00:00,ecommerce,900,5.37,0,0,0,0.0,1332.39,-0.1596,0,1,0,0.0,0.1766,0.0319,10,1,0.0,0.8,0,synthetic-v1,organic
txn_0000021,mch_0001,cust_00012,dev_cust_00012_21,13604.8,INR,upi,2025-11-08T12:20:55.141578+00:00,travel,1076,0.0,1,0,0,0.0,13604.8,0.0,0,0,0,0.0,0.0241,0.0402,12,1,0.0,0.65,1,synthetic-v1,organic
txn_0000022,mch_0023,cust_00017,dev_cust_00017_22,1438.64,INR,upi,2025-11-08T18:47:29.062031+00:00,education,195,0.0,1,0,0,0.0,1438.64,0.0,0,0,2,0.0,0.1864,0.0656,18,1,0.0,0.35,1,synthetic-v1,prior_chargebacks
txn_0000023,mch_0011,cust_00044,dev_cust_00044_23,1565.22,INR,upi,2025-11-08T23:34:10.606965+00:00,utilities,1335,0.0,1,0,0,0.0,1565.22,0.0,0,0,0,0.0,0.0229,0.1278,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000024,mch_0003,cust_00119,dev_cust_00119_13,1867.57,INR,upi,2025-11-09T02:04:11.482316+00:00,utilities,335,2.59,0,0,0,0.0,7148.49,-0.7386,0,1,0,0.0,0.1969,0.0453,2,1,0.0,0.8,0,synthetic-v1,organic
txn_0000025,mch_0006,cust_00021,dev_cust_00021_25,749.01,INR,card,2025-11-09T04:31:35.465703+00:00,fashion,855,0.0,1,0,0,0.0,749.01,0.0,1,0,0,0.0,0.0745,0.0602,4,1,0.0,0.65,0,synthetic-v1,organic
txn_0000026,mch_0021,cust_00031,dev_cust_00031_26,8160.53,INR,wallet,2025-11-09T07:47:39.501140+00:00,electronics,909,0.0,1,0,0,0.0,8160.53,0.0,0,0,0,0.0,0.3246,0.024,7,1,0.0,0.65,0,synthetic-v1,organic
txn_0000027,mch_0009,cust_00026,dev_cust_00026_27,3823.58,INR,upi,2025-11-09T20:59:43.326196+00:00,travel,847,0.0,1,0,0,0.0,3823.58,0.0,0,0,0,0.0,0.2098,0.0473,20,1,0.0,0.65,0,synthetic-v1,organic
txn_0000028,mch_0012,cust_00061,dev_cust_00061_1,813.21,INR,upi,2025-11-10T04:41:53.709465+00:00,digital_goods,588,7.99,0,0,0,0.0,1697.75,-0.5207,0,3,0,0.0,0.1286,0.0282,4,0,0.0,0.4667,0,synthetic-v1,organic
txn_0000029,mch_0004,cust_00090,dev_cust_00090_29,1544.21,INR,wallet,2025-11-10T08:46:53.630558+00:00,digital_goods,634,0.0,1,0,0,0.0,1544.21,0.0,0,0,0,0.0,0.2088,0.1478,8,0,0.0,0.65,0,synthetic-v1,organic
txn_0000030,mch_0018,cust_00065,dev_cust_00065_30,1019.95,INR,card,2025-11-10T10:00:15.072637+00:00,food,484,0.0,1,0,0,0.0,1019.95,0.0,0,0,0,0.0,0.0578,0.1397,10,0,0.0,0.65,0,synthetic-v1,organic
txn_0000031,mch_0014,cust_00019,dev_cust_00019_31,872.32,INR,upi,2025-11-10T10:47:18.059677+00:00,fashion,1319,0.0,1,0,0,0.0,872.32,0.0,0,0,0,113.5,0.0317,0.1744,10,0,0.0,0.65,0,synthetic-v1,organic
txn_0000032,mch_0002,cust_00050,dev_cust_00050_32,1395.82,INR,upi,2025-11-10T14:51:45.333140+00:00,food,1351,0.0,1,0,0,0.0,1395.82,0.0,0,0,0,0.0,0.0787,0.1042,14,0,0.0,0.65,0,synthetic-v1,organic
txn_0000033,mch_0010,cust_00037,dev_cust_00037_33,3922.82,INR,card,2025-11-10T19:35:33.931201+00:00,food,471,0.0,1,0,0,0.0,3922.82,0.0,0,0,0,0.0,0.0571,0.2659,19,0,0.0,0.65,0,synthetic-v1,organic
txn_0000034,mch_0011,cust_00022,dev_cust_00022_34,2742.56,INR,wallet,2025-11-10T19:55:55.959946+00:00,utilities,799,0.0,1,0,0,0.0,2742.56,0.0,0,0,2,0.0,0.0478,0.0608,19,0,0.0,0.35,0,synthetic-v1,organic
txn_0000035,mch_0014,cust_00036,dev_cust_00036_35,735.54,INR,upi,2025-11-11T04:07:52.089768+00:00,fashion,565,0.0,1,0,0,0.0,735.54,0.0,0,0,0,0.0,0.3398,0.01,4,0,0.0,0.65,0,synthetic-v1,organic
txn_0000036,mch_0009,cust_00060,dev_cust_00060_36,7308.27,INR,netbanking,2025-11-11T07:50:25.793537+00:00,travel,1099,0.0,1,0,0,0.0,7308.27,0.0,0,0,3,0.0,0.4,0.4,7,0,0.0,0.2,0,synthetic-v1,organic
txn_0000037,mch_0003,cust_00046,dev_cust_00046_37,894.03,INR,netbanking,2025-11-11T11:46:02.039889+00:00,utilities,509,0.0,1,0,0,0.0,894.03,0.0,0,0,0,135.7,0.173,0.3149,11,0,0.0,0.65,0,synthetic-v1,organic
txn_0000038,mch_0012,cust_00061,dev_cust_00061_1,1203.18,INR,upi,2025-11-12T02:47:27.044243+00:00,digital_goods,590,9.91,0,0,0,0.0,1476.61,-0.1851,0,4,0,0.0,0.1286,0.0282,2,0,0.0,0.55,0,synthetic-v1,organic
txn_0000039,mch_0001,cust_00056,dev_cust_00056_39,5451.42,INR,card,2025-11-12T11:43:39.821868+00:00,travel,421,0.0,1,0,0,0.0,5451.42,0.0,0,0,0,0.0,0.0168,0.0281,11,0,0.0,0.65,0,synthetic-v1,organic
txn_0000040,mch_0000,cust_00000,dev_cust_00000_40,39289.29,INR,card,2025-11-13T00:16:57.608726+00:00,ecommerce,164,0.0,1,0,0,0.0,39289.29,0.0,0,0,0,0.0,0.1058,0.2893,0,0,0.0,0.65,0,synthetic-v1,new_device_amount
txn_0000041,mch_0013,cust_00015,dev_cust_00015_41,5147.63,INR,card,2025-11-13T06:38:30.945563+00:00,electronics,1328,0.0,1,0,0,0.0,5147.63,0.0,0,0,0,0.0,0.0638,0.0378,6,0,0.0,0.65,0,synthetic-v1,organic
txn_0000042,mch_0019,cust_00116,dev_cust_00116_42,15965.42,INR,card,2025-11-13T12:54:27.188257+00:00,utilities,335,0.0,1,0,0,0.0,15965.42,0.0,0,0,0,0.0,0.0498,0.0858,12,0,0.0,0.65,0,synthetic-v1,legit_high_value
txn_0000043,mch_0022,cust_00016,dev_cust_00016_43,1351.71,INR,netbanking,2025-11-14T01:39:10.262816+00:00,fashion,1096,0.0,1,0,0,0.0,1351.71,0.0,0,0,0,0.0,0.1182,0.0917,1,0,0.0,0.65,0,synthetic-v1,organic
txn_0000044,mch_0005,cust_00014,dev_cust_00014_44,4230.57,INR,upi,2025-11-14T03:34:53.257477+00:00,electronics,703,0.0,1,5,5,10576.42,4230.57,0.0,0,0,0,0.0,0.0137,0.2297,3,0,2.7083,0.65,1,synthetic-v1,high_velocity
txn_0000045,mch_0001,cust_00080,dev_cust_00080_16,5042.45,INR,upi,2025-11-14T13:49:33.470170+00:00,travel,686,7.42,0,0,0,0.0,843.55,4.9718,0,1,4,0.0,0.2237,0.0487,13,0,0.0,0.4,1,synthetic-v1,prior_chargebacks
txn_0000046,mch_0021,cust_00040,dev_cust_00040_46,5444.27,INR,card,2025-11-14T17:37:24.509768+00:00,electronics,207,0.0,1,0,0,0.0,5444.27,0.0,0,0,0,0.0,0.1379,0.1046,17,0,0.0,0.65,1,synthetic-v1,organic
txn_0000047,mch_0019,cust_00021,dev_cust_00021_25,421.93,INR,card,2025-11-15T02:30:27.631567+00:00,utilities,861,5.92,0,0,0,0.0,749.01,-0.4361,0,1,0,0.0,0.0745,0.0602,2,1,0.0,0.8,0,synthetic-v1,organic
txn_0000048,mch_0023,cust_00015,dev_cust_00015_41,3109.38,INR,netbanking,2025-11-15T03:27:30.618351+00:00,education,1330,1.87,0,0,0,0.0,5147.63,-0.3959,0,1,0,0.0,0.0638,0.0378,3,1,0.0,0.8,1,synthetic-v1,organic
txn_0000049,mch_0022,cust_00023,dev_cust_00023_0,727.01,INR,card,2025-11-15T03:44:35.830595+00:00,fashion,193,12.99,0,0,0,0.0,2156.64,-0.6626,0,1,0,0.0,0.4,0.4,3,1,0.0,0.8,0,synthetic-v1,organic
txn_0000050,mch_0012,cust_00033,dev_cust_00033_50,397.39,INR,upi,2025-11-15T19:39:38.774252+00:00,digital_goods,1304,0.0,1,0,0,0.0,397.39,0.0,0,0,0,0.0,0.1677,0.1033,19,1,0.0,0.65,0,synthetic-v1,organic
txn_0000051,mch_0023,cust_00119,dev_cust_00119_13,4553.66,INR,wallet,2025-11-15T20:31:45.475477+00:00,education,341,9.36,0,0,0,0.0,4508.03,0.0101,0,2,0,0.0,0.1969,0.0453,20,1,0.0,0.8,0,synthetic-v1,organic
txn_0000052,mch_0006,cust_00023,dev_cust_00023_0,4028.03,INR,card,2025-11-16T12:13:04.330400+00:00,fashion,194,14.35,0,0,0,0.0,1441.82,1.7925,0,2,0,0.0,0.4,0.4,12,1,0.0,0.8,0,synthetic-v1,large_amount
txn_0000053,mch_0023,cust_00022,dev_cust_00022_53,4414.48,INR,wallet,2025-11-16T17:18:10.534964+00:00,education,805,0.0,1,0,0,0.0,2742.56,0.6094,0,1,2,0.0,0.0478,0.0608,17,1,0.0,0.6,0,synthetic-v1,organic
txn_0000054,mch_0019,cust_00116,dev_cust_00116_42,1655.33,INR,netbanking,2025-11-17T16:30:23.363571+00:00,utilities,339,4.15,0,0,0,0.0,15965.42,-0.8963,0,1,0,2884.8,0.0498,0.0858,16,0,0.0,0.8,0,synthetic-v1,geo_jump
txn_0000055,mch_0019,cust_00022,dev_cust_00022_53,1822.0,INR,upi,2025-11-17T22:01:44.342773+00:00,utilities,806,1.2,0,0,0,0.0,3578.52,-0.4907,0,2,2,0.0,0.0478,0.0608,22,0,0.0,0.6,1,synthetic-v1,organic
txn_0000056,mch_0016,cust_00024,dev_cust_00024_56,6816.96,INR,card,2025-11-18T11:35:52.091836+00:00,ecommerce,310,0.0,1,0,0,0.0,6103.81,0.1168,0,2,0,0.0,0.0245,0.2065,11,0,0.0,0.8,0,synthetic-v1,large_amount
txn_0000057,mch_0018,cust_00119,dev_cust_00119_13,3972.79,INR,card,2025-11-18T15:00:32.413024+00:00,food,344,12.13,0,0,0,0.0,4523.24,-0.1217,0,3,0,0.0,0.1969,0.0453,15,0,0.0,0.8,0,synthetic-v1,organic
txn_0000058,mch_0007,cust_00061,dev_cust_00061_1,3143.93,INR,wallet,2025-11-18T19:47:31.433201+00:00,education,596,16.62,0,0,0,0.0,1421.92,1.2102,0,5,0,0.0,0.1286,0.0282,19,0,0.0,0.6,0,synthetic-v1,organic
txn_0000059,mch_0010,cust_00116,dev_cust_00116_42,900.97,INR,upi,2025-11-18T22:15:46.621229+00:00,food,340,5.39,0,0,0,0.0,8810.38,-0.8976,0,2,0,0.0,0.0498,0.0858,22,0,0.0,0.8,0,synthetic-v1,organic
txn_0000060,mch_0012,cust_00119,dev_cust_00119_13,2994.04,INR,upi,2025-11-19T11:59:34.459109+00:00,digital_goods,345,13.0,0,0,1,3972.79,4385.63,-0.3172,0,4,0,0.0,0.1969,0.0453,11,0,0.0417,0.8,0,synthetic-v1,organic
txn_0000061,mch_0018,cust_00007,dev_cust_00007_2,2002.8,INR,card,2025-11-19T18:29:51.448137+00:00,food,1096,17.42,0,0,0,0.0,3997.05,-0.4988,0,2,3,0.0,0.1002,0.17,18,0,0.0,0.25,0,synthetic-v1,organic
txn_0000062,mch_0000,cust_00061,dev_cust_00061_1,1444.49,INR,netbanking,2025-11-20T04:37:21.327534+00:00,ecommerce,598,17.99,0,0,0,0.0,1708.93,-0.1547,0,6,0,0.0,0.1286,0.0282,4,0,0.0,0.6333,0,synthetic-v1,organic
txn_0000063,mch_0003,cust_00027,dev_cust_00027_63,1190.54,INR,upi,2025-11-20T09:07:42.068822+00:00,utilities,1195,0.0,1,0,0,0.0,1190.54,0.0,0,0,0,0.0,0.0944,0.0689,9,0,0.0,0.65,0,synthetic-v1,organic
txn_0000064,mch_0005,cust_00028,dev_cust_00028_64,6674.79,INR,upi,2025-11-20T16:42:41.527683+00:00,electronics,1204,0.0,1,0,0,0.0,6674.79,0.0,0,0,0,0.0,0.2165,0.1378,16,0,0.0,0.65,0,synthetic-v1,organic
txn_0000065,mch_0008,cust_00012,dev_cust_00012_21,3541.66,INR,upi,2025-11-20T17:48:57.382115+00:00,ecommerce,1088,12.23,0,0,0,0.0,13604.8,-0.7396,0,1,0,0.0,0.0241,0.0402,17,0,0.0,0.3,0,synthetic-v1,organic
txn_0000066,mch_0002,cust_00067,dev_cust_00067_66,1320.18,INR,upi,2025-11-21T17:45:34.469530+00:00,food,944,0.0,1,0,0,0.0,1320.18,0.0,0,0,0,0.0,0.0334,0.0885,17,0,0.0,0.65,0,synthetic-v1,organic
txn_0000067,mch_0012,cust_00039,dev_cust_00039_67,615.64,INR,netbanking,2025-11-22T06:25:50.711430+00:00,digital_goods,446,0.0,1,0,0,0.0,615.64,0.0,0,0,2,0.0,0.01,0.2725,6,1,0.0,0.35,0,synthetic-v1,organic
txn_0000068,mch_0004,cust_00079,dev_cust_00079_68,367.92,INR,upi,2025-11-22T23:06:48.372126+00:00,digital_goods,520,0.0,1,0,0,0.0,367.92,0.0,0,0,0,0.0,0.2007,0.0792,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000069,mch_0011,cust_00028,dev_cust_00028_64,444.51,INR,upi,2025-11-23T11:08:17.265428+00:00,utilities,1207,2.77,0,0,0,0.0,6674.79,-0.9333,0,1,0,0.0,0.2165,0.1378,11,1,0.0,0.8,0,synthetic-v1,organic
txn_0000070,mch_0006,cust_00073,dev_cust_00073_70,1542.77,INR,card,2025-11-23T23:52:58.635658+00:00,fashion,922,0.0,1,0,0,0.0,1542.77,0.0,0,0,0,0.0,0.2195,0.013,23,1,0.0,0.65,0,synthetic-v1,organic
txn_0000071,mch_0008,cust_00061,dev_cust_00061_1,1485.31,INR,upi,2025-11-24T03:29:41.879372+00:00,ecommerce,602,21.94,0,0,0,0.0,1671.15,-0.1111,0,7,0,0.0,0.1286,0.0282,3,0,0.0,0.6571,0,synthetic-v1,organic
txn_0000072,mch_0009,cust_00095,dev_cust_00095_72,5171.95,INR,card,2025-11-24T07:56:20.444085+00:00,travel,1081,0.0,1,0,0,0.0,5171.95,0.0,0,0,0,0.0,0.1796,0.3193,7,0,0.0,0.65,0,synthetic-v1,organic
txn_0000073,mch_0010,cust_00077,dev_cust_00077_73,1711.18,INR,upi,2025-11-24T17:46:23.636375+00:00,food,782,0.0,1,0,0,0.0,1711.18,0.0,0,0,0,0.0,0.0733,0.0257,17,0,0.0,0.65,0,synthetic-v1,organic
txn_0000074,mch_0017,cust_00005,dev_cust_00005_74,5592.66,INR,upi,2025-11-24T22:37:16.618932+00:00,travel,1012,0.0,1,0,0,0.0,5592.66,0.0,0,0,0,0.0,0.2188,0.0986,22,0,0.0,0.65,0,synthetic-v1,organic
txn_0000075,mch_0015,cust_00061,dev_cust_00061_1,2199.23,INR,wallet,2025-11-25T01:24:08.660466+00:00,education,603,22.86,0,0,1,1485.31,1647.92,0.3344,1,8,0,0.0,0.1286,0.0282,1,0,0.0417,0.675,0,synthetic-v1,organic
txn_0000076,mch_0006,cust_00024,dev_cust_00024_56,1588.96,INR,card,2025-11-25T08:55:39.558949+00:00,fashion,317,6.89,0,0,0,0.0,6341.53,-0.7493,0,3,0,0.0,0.0245,0.2065,8,0,0.0,0.8,0,synthetic-v1,organic
txn_0000077,mch_0000,cust_00047,dev_cust_00047_77,1051.5,INR,netbanking,2025-11-25T11:06:51.126028+00:00,ecommerce,806,0.0,1,0,0,0.0,1051.5,0.0,0,0,0,0.0,0.1184,0.1585,11,0,0.0,0.65,0,synthetic-v1,organic
txn_0000078,mch_0013,cust_00023,dev_cust_00023_0,19963.57,INR,netbanking,2025-11-26T01:58:40.498993+00:00,electronics,204,23.92,0,0,0,0.0,2303.89,7.6618,0,3,0,0.0,0.4,0.4,1,0,0.0,0.8,0,synthetic-v1,organic
txn_0000079,mch_0001,cust_00070,dev_cust_00070_79,8644.43,INR,card,2025-11-26T13:20:49.903959+00:00,travel,411,0.0,1,0,0,0.0,8644.43,0.0,0,0,0,0.0,0.3497,0.0875,13,0,0.0,0.65,0,synthetic-v1,organic
txn_0000080,mch_0021,cust_00022,dev_cust_00022_53,5213.56,INR,wallet,2025-11-26T14:34:04.014528+00:00,electronics,815,9.89,0,0,0,0.0,2993.01,0.7417,0,3,2,0.0,0.0478,0.0608,14,0,0.0,0.4333,0,synthetic-v1,organic
txn_0000081,mch_0014,cust_00054,dev_cust_00054_81,1330.59,INR,upi,2025-11-26T16:07:44.907877+00:00,fashion,85,0.0,1,0,0,0.0,1330.59,0.0,0,0,0,0.0,0.0547,0.041,16,0,0.0,0.65,0,synthetic-v1,organic
txn_0000082,mch_0020,cust_00018,dev_cust_00018_82,1355.75,INR,upi,2025-11-26T17:39:58.697432+00:00,digital_goods,765,0.0,1,0,0,0.0,1355.75,0.0,0,0,0,0.0,0.1723,0.1078,17,0,0.0,0.65,0,synthetic-v1,organic
txn_0000083,mch_0005,cust_00033,dev_cust_00033_50,3439.81,INR,upi,2025-11-26T23:37:45.592087+00:00,electronics,1315,11.17,0,0,0,0.0,397.39,7.6367,0,1,0,0.0,0.1677,0.1033,23,0,0.0,0.8,0,synthetic-v1,organic
txn_0000084,mch_0006,cust_00064,dev_cust_00064_84,2311.09,INR,upi,2025-11-27T18:24:40.601314+00:00,fashion,823,0.0,1,0,0,0.0,2311.09,0.0,0,0,0,0.0,0.1269,0.1953,18,0,0.0,0.65,1,synthetic-v1,organic
txn_0000085,mch_0000,cust_00052,dev_cust_00052_85,2446.74,INR,upi,2025-11-27T21:26:18.204214+00:00,ecommerce,1207,0.0,1,0,0,0.0,2446.74,0.0,0,0,0,0.0,0.1619,0.0814,21,0,0.0,0.65,0,synthetic-v1,organic
txn_0000086,mch_0002,cust_00061,dev_cust_00061_1,1475.35,INR,upi,2025-11-28T05:56:46.343293+00:00,food,606,26.05,0,0,0,0.0,1709.18,-0.1367,0,9,0,0.0,0.1286,0.0282,5,0,0.0,0.6889,0,synthetic-v1,organic
txn_0000087,mch_0013,cust_00061,dev_cust_00061_1,5418.96,INR,upi,2025-11-28T07:21:45.174248+00:00,electronics,606,26.11,0,0,1,1475.35,1685.79,2.2132,0,10,0,0.0,0.1286,0.0282,7,0,0.0417,0.7,1,synthetic-v1,organic
txn_0000088,mch_0003,cust_00081,dev_cust_00081_88,3862.62,INR,upi,2025-11-28T17:35:47.134396+00:00,utilities,918,0.0,1,0,0,0.0,3862.62,0.0,0,0,0,824.9,0.0681,0.153,17,0,0.0,0.65,0,synthetic-v1,geo_jump
txn_0000089,mch_0007,cust_00015,dev_cust_00015_41,1656.68,INR,upi,2025-11-28T18:15:35.002743+00:00,education,1343,15.48,0,0,0,0.0,4128.5,-0.5986,0,2,0,0.0,0.0638,0.0378,18,0,0.0,0.55,0,synthetic-v1,organic
txn_0000090,mch_0010,cust_00041,dev_cust_00041_90,1066.7,INR,upi,2025-11-29T00:17:03.958506+00:00,food,1115,0.0,1,0,0,0.0,1066.7,0.0,0,0,0,0.0,0.0379,0.2751,0,1,0.0,0.65,0,synthetic-v1,organic
txn_0000091,mch_0019,cust_00060,dev_cust_00060_36,1851.19,INR,card,2025-11-29T09:54:30.103281+00:00,utilities,1117,18.09,0,0,0,0.0,7308.27,-0.7466,0,1,3,0.0,0.4,0.4,9,1,0.0,0.5,0,synthetic-v1,organic
txn_0000092,mch_0010,cust_00010,dev_cust_00010_4,979.03,INR,card,2025-11-29T22:51:45.958182+00:00,food,921,26.89,0,0,0,0.0,1225.97,-0.2013,0,2,0,0.0,0.1766,0.0319,22,1,0.0,0.8,0,synthetic-v1,organic
txn_0000093,mch_0001,cust_00116,dev_cust_00116_42,1511.69,INR,wallet,2025-11-29T23:46:08.051803+00:00,travel,351,16.45,0,0,0,0.0,6173.91,-0.755,0,3,0,0.0,0.0498,0.0858,23,1,0.0,0.8,0,synthetic-v1,organic
txn_0000094,mch_0007,cust_00024,dev_cust_00024_56,3992.63,INR,upi,2025-11-30T02:28:14.008656+00:00,education,322,11.62,0,0,0,0.0,5153.38,-0.2252,0,4,0,0.0,0.0245,0.2065,2,1,0.0,0.8,0,synthetic-v1,organic
txn_0000095,mch_0022,cust_00119,dev_cust_00119_13,2060.77,INR,upi,2025-11-30T16:45:38.224395+00:00,fashion,356,24.2,0,0,0,0.0,4107.31,-0.4981,0,5,0,0.0,0.1969,0.0453,16,1,0.0,0.8,1,synthetic-v1,organic
txn_0000096,mch_0020,cust_00023,dev_cust_00023_0,544.94,INR,card,2025-11-30T21:48:13.760220+00:00,digital_goods,208,28.75,0,0,0,0.0,6718.81,-0.9188,0,4,0,0.0,0.4,0.4,21,1,0.0,0.8,0,synthetic-v1,organic
txn_0000097,mch_0015,cust_00060,dev_cust_00060_97,1167.37,INR,upi,2025-11-30T22:53:36.533302+00:00,education,1118,0.0,1,0,0,0.0,4579.73,-0.7449,0,2,3,0.0,0.4,0.4,22,1,0.0,0.5,0,synthetic-v1,organic
txn_0000098,mch_0005,cust_00000,dev_cust_00000_40,6518.52,INR,card,2025-11-30T22:58:33.949951+00:00,electronics,181,17.95,0,0,0,0.0,39289.29,-0.8341,0,1,0,0.0,0.1058,0.2893,22,1,0.0,0.8,1,synthetic-v1,organic
txn_0000099,mch_0012,cust_00070,dev_cust_00070_79,1469.31,INR,upi,2025-12-01T07:54:52.746270+00:00,digital_goods,416,4.77,0,0,0,0.0,8644.43,-0.8299,0,1,0,0.0,0.3497,0.0875,7,0,0.0,0.8,1,synthetic-v1,organic
